medicine_name,price,quantity,availability
Mecon Forte Injection,54,232,available
MSM Joint 50mg/750mg/250mg Tablet,66,185,available
Ryclomine-M Tablet,210,42,available
Hiwel-CV Tablet,89,38,available
Tormoxin 125mg Syrup,231,263,available
Linapride 5 Tablet,80,81,available
Corico P Tablet,181,88,available
Gamaryl 1mg Tablet,68,161,available
Thynac 100mg/8mg Tablet,440,46,available
Nexzone S 1000mg/500mg Injection,219,108,available
Ericort 6 Tablet,124,5,limited
Riopah 1mg Tablet,297,90,available
Cefidel-LB 200 Tablet DT,323,231,available
Nupenta Tablet,136,299,available
Cutcold 1% Nasal Spray,71,111,available
Webzole 20mg Capsule,308,206,available
Duralyn Pead  Syrup,176,125,available
Nasoran 0.1% Nasal Drops,366,29,limited
Clobetol Cream,347,80,available
Wiz LB 100mg Tablet DT,489,156,available
Zocifix Injection,426,162,available
Grain 10mg Tablet,285,42,available
Etoz OD Capsule SR,191,175,available
Felcam Gel,209,56,available
Restek Plus Tablet,434,213,available
Vanypred 80 Injection,142,237,available
Advancef 250 Tablet,64,286,available
Mlobe-DX Eye Drop,101,125,available
El-Hep 100IU Injection,68,154,available
Salvaclav 500mg/125mg Tablet,238,61,available
Nazosap Tablet,419,71,available
G FEX 180mg Tablet,49,131,available
Vedflox-OZ Tablet,397,211,available
Clovas 1mg Tablet,361,241,available
Dilovin P 50mg/325mg Tablet,49,204,available
Terramycin 250mg Capsule,48,242,available
Avezone 250mg Injection,321,174,available
Lacoxa 15mg Syrup,330,113,available
Kapipan D 10mg/40mg Tablet,284,37,available
Prazowell-D Tablet,83,77,available
Foxis Syrup,329,130,available
Vilact M 500 Tablet,273,34,available
Cefdum SB 1000mg/500mg Injection,125,59,available
Sefonet 100mg Tablet DT,305,218,available
Trexyl 30mg Suspension,198,129,available
Ithro 500 Tablet,134,60,available
Entimin Syrup,374,256,available
Eurox O 200mg Tablet,137,65,available
Stedec 50mg Injection,61,39,available
Coldnac Oral Drops,156,1,limited
Baclodon 10mg Tablet,350,107,available
Ovinip 200mg Tablet,260,93,available
Clonizole 100 Tablet,334,114,available
Ducati 500mg Tablet,257,193,available
Itrox 200mg Capsule,458,255,available
Strotab 200 DT Tablet,132,15,limited
Neil 100mg Tablet MD,11,131,available
Cretoffin Syrup,19,15,limited
Cgtran M 500mg/250mg Tablet,356,11,limited
Bile-LS Capsule SR,293,254,available
Decolic 10mg Injection,399,294,available
Kzidime 100mg Tablet DT,100,191,available
Ticmoxy 500mg Capsule,154,189,available
Speucid Forte Tablet,300,156,available
Cefilet AZ 200mg/250mg Tablet,295,265,available
EV Dine OZ Cream,464,246,available
Lanopin 15mg Tablet MD,319,262,available
Bromorex 1.25mg Tablet,317,281,available
TELBRIT CT 40MG/12.5MG TABLET,259,231,available
Dyache-SP Tablet,429,275,available
Cpcron 60mg Tablet,177,85,available
Pace 100mg/500mg Tablet,175,172,available
Trucand 50mg Tablet DT,494,22,limited
Coxpride 60mg Tablet,137,124,available
Seroflo Ecopack 250 Inhaler,353,220,available
Rabiworld 20 Tablet,373,110,available
Telmopic 40mg Tablet,16,78,available
Metapol 100 ER Tablet,124,247,available
Nervimac NT 400mg/10mg Tablet,325,256,available
TG Rose Gold 75mg/10mg/75mg Capsule,394,128,available
Vistadex Capsule,342,101,available
Azifaj 500mg Tablet,377,300,available
Ralop Powder,137,39,available
Volcer 40mg Tablet,256,278,available
L-Loc Injection,282,160,available
Zovirax 800 Tablet,251,176,available
Vasosure Tablet,333,176,available
Glimcare 1mg Tablet,223,216,available
Rozorva 10mg Tablet,273,145,available
Rosin 5mg Tablet,183,63,available
Weltam 200mg Injection,266,197,available
Ringer Lactate R Injection,226,121,available
Fintec 1mg Tablet,230,56,available
Altamox Duo 625mg Tablet,211,199,available
Citiride P 500mg/400mg Tablet,78,118,available
Odcan 200mg Tablet,235,107,available
C-Tech 1000mg Injection,256,215,available
Dolex P 100 mg/500 mg Tablet,169,54,available
Betagail Cream,194,214,available
Acudol D Tablet,131,4,limited
Sri 5mg Tablet,260,247,available
Levolve OZ 250mg/500mg Tablet,377,180,available
Diosis 1000 Tablet,436,44,available
Mycept-S 540mg Tablet,392,6,limited
Allclox 250mg/250mg Capsule,63,246,available
Krirox 250mg Tablet,232,90,available
M Cid NT Syrup,193,139,available
Welzona-SB Injection,375,287,available
New O2 Derm Cream Lavender,414,26,limited
Indobiotic Ear Drop,390,49,available
Quintec CX 200mg Tablet,497,166,available
Syofix 100mg Dry Syrup,300,289,available
Metwon AM 50 Tablet,36,38,available
Zypress-AT Tablet,307,53,available
Vast R Gold Capsule,64,29,limited
Zuvicin 100mg Injection,173,44,available
Frc 150mg Injection,83,82,available
Sn Day 30mg Tablet,193,277,available
Itracide 100mg Capsule,13,197,available
Timoxy Eye Drop,228,191,available
Heptarit T Syrup,429,28,limited
Topamac 100mg Tablet,444,149,available
Baronite 10mg Tablet,488,225,available
Albenmax 400mg Chewable Tablet,327,227,available
Zingaro Suspension,104,297,available
Babyrid-P Oral Drops,418,90,available
Thyronorm 137mcg Tablet,113,72,available
T Lol 0.5% Eye Drop,119,98,available
Ittri-G 200 Capsule,305,58,available
Sapgesic P 50mg/325mg Tablet,407,130,available
NeuDerm GM Cream,412,140,available
Vizopod 200mg Tablet,499,134,available
Maycef O 50mg Tablet,119,119,available
Acera 20 Capsule,109,290,available
Rypodex 100mg Syrup,262,225,available
Alticef-TZ 500mg/62.5mg Injection,172,216,available
Elpod DS 50mg Syrup,134,59,available
Enzyplex D Tablet,63,30,available
Zanroxim OZ 200mg/500mg Tablet,61,119,available
Oxit 20mg Tablet,355,276,available
IBP 400mg/325mg Tablet,219,133,available
Ritekast L Kid 2.5mg/4mg Tablet MD,182,74,available
Eroxidil Syrup Sugar Free,310,179,available
V Mont-A Tablet,92,138,available
Clavcor 500mg/125mg Tablet,422,35,available
Decef 500 Injection,382,80,available
Gmx 250mg Tablet DT,388,53,available
Tazox 1gm Injection,457,57,available
Esolynn Pro L Capsule SR,72,62,available
Cefxent 250 Injection,37,183,available
Nightmax 10 Tablet,161,259,available
Marktorva CV 10mg/75mg Tablet,147,22,limited
Thiobig Forte 100mg/8mg Tablet,106,279,available
Lumicit 500mg Tablet,11,133,available
Genquin Cream,218,284,available
Vivogesic AQ 75mg Injection,337,293,available
Mcblin-P Softgel Capsule,298,77,available
Tocogest 40mg Tablet SR,145,80,available
Glywohn MP 1mg/500mg/15mg Tablet,283,119,available
Alzene 5mg Tablet,394,119,available
Fawound DS Tablet,227,246,available
Vertij 16mg Tablet,311,255,available
Telo 40mg Tablet,148,244,available
Glimsure M 1mg/500mg Tablet,25,278,available
Xebac 250mg Tablet,109,197,available
Urilosin-D Tablet ER,355,67,available
Amith 500mg Tablet,499,161,available
Blockfree 0.05% Nasal Spray,11,130,available
Hifi 100mg Tablet,441,166,available
Lavitrit 250mg Tablet,415,117,available
Jupiros FL 67 mg/5 mg Tablet,63,40,available
Cardipress AT 5mg/50mg Tablet,353,194,available
Apozone S 500mg/500mg Injection,156,64,available
Jovail 20mg Tablet,437,13,limited
Voomez 4mg Tablet MD,476,281,available
Acriban 40 Tablet,280,223,available
Rosurite 20mg Tablet,281,203,available
Risdee Forte 4mg/2mg Tablet,299,36,available
Plecitab 5mg Tablet,274,18,limited
Coversyl-AM 8/5 Tablet,164,133,available
Upvid 200mg Tablet,99,194,available
Qmisar D 10mg/20mg Capsule,352,291,available
Clitrin Vaginal Softgel Capsule,269,62,available
Funzi-NM Cream,383,60,available
Tilsafe-O Tablet,339,164,available
Jaril 20mg Tablet,23,204,available
Idoxy 100mg Tablet,275,25,limited
Ifdril Syrup,472,193,available
Qceph Clav 200mg/125mg Tablet,445,278,available
Enteromycetin 500 Caplet,454,258,available
Rcar 20mg Capsule,70,84,available
Ketox 10mg Tablet,137,78,available
Speraflox 250mg Tablet,456,26,limited
Biphyl 200mg Tablet SR,248,120,available
Starpress MN 25mg/5mg Capsule XL,90,208,available
Vaycef TZ 250mg/31.25mg Injection,159,178,available
Telsia-AM Tablet,472,76,available
Citisure 500mg Tablet,388,217,available
Lupex 30mg Tablet DR,338,147,available
Efcure 200mg Tablet,120,94,available
Setspas-Plus Tablet,185,34,available
Witopod 200mg Tablet,344,85,available
Cypjoy Syrup,155,292,available
Sepamet-XR 100mg/1000mg Tablet,313,273,available
Immubron Tablet,347,130,available
Gluformin I 0.5 Tablet PR,79,195,available
Zemozec 1500mg Injection,398,273,available
Acopram Tablet,270,206,available
Skinther L 80mg/480mg Tablet,299,33,available
Odset 4 MD Tablet,150,288,available
Cefitrust 50 Dry Syrup,424,274,available
Cefisys O 200mg/200mg Tablet,20,68,available
Mypribet 1mg Tablet,162,285,available
Celedol 100 Capsule,253,229,available
Faboss 40 Tablet,21,137,available
Zenocin OD 800mg Tablet,449,196,available
Ofrap 50mg Syrup,389,154,available
Ikclav Dry Syrup,97,277,available
Laxopan Suspension,238,239,available
Dicin 50mg/15mg Tablet,462,156,available
Eliquin EC 300mg Tablet,22,193,available
Astrotel 40mg Tablet,222,106,available
Povipen Cream,120,124,available
D-Lucs Soft Gel Capsule,40,230,available
Skinsect Gbhc Soap,71,53,available
Lacpain 10mg Tablet DT,303,289,available
Hyrute Eye Drop,83,204,available
Ronaus 2mg Injection,147,227,available
Comflam Plus 250 mg/50 mg/325 mg Tablet,86,243,available
Ceepox 200mg Tablet,364,196,available
Stafcure 250 Tablet,16,84,available
Etoriflex-MR4 Tablet,480,0,out_of_stock
Wificef 100mg Syrup,32,195,available
Truclave 500mg/125mg Tablet,293,44,available
Difuram 250mg Tablet,434,134,available
Moxishield Eye Drop,361,212,available
Strox TZ 250 mg/300 mg Tablet,66,197,available
Recoheal 180mg/96mg/200mg Tablet,79,290,available
C Moxy LB Syrup,75,46,available
H-Zole Tablet,124,138,available
Cefigram 100mg Tablet,272,131,available
Babyquin 125mg Syrup,191,137,available
Stamur Tablet,393,63,available
Poditic Tablet,38,87,available
Sifix 100mg Tablet,152,228,available
Cefaks 250mg Injection,224,206,available
Adoxin 200mg Tablet,382,206,available
Zabesta Tablet,400,107,available
Ventomet 500mg Tablet XL,397,20,limited
Retro-Q10 Softgel Capsule,220,93,available
Yococef 100mg Tablet DT,417,126,available
Cadzine M Syrup,13,152,available
Giarab 20mg Tablet,163,133,available
Triglimicer LS 2mg/500mg/7.5mg Tablet,450,231,available
Supertral 1.37gm Syrup,349,228,available
Atfour 20mg Tablet,409,105,available
Amiway 100mg Injection,438,45,available
Kryptofix 50mg Dry Syrup,454,26,limited
Esozole 40mg Tablet,211,45,available
Deflar Suspension,93,242,available
Dilzem CD 240mg Tablet,291,188,available
Amimat 250mg Injection,159,299,available
Claribid 125mg Granules,440,101,available
Broncholik Syrup,293,98,available
Uciro 150mg Tablet,209,11,limited
Normoric 40 Tablet,131,150,available
Jifon 100mg Tablet DT,289,290,available
Piriton Expectorant,138,31,available
Znpro D 30mg/20mg Capsule SR,480,250,available
Eclofen Plus 100mg/500mg Tablet,74,247,available
Arcefenac P 100mg/500mg Tablet,407,273,available
T-LET-H Tablet,259,41,available
Nozacof AX Syrup,282,217,available
Multidem Syrup,446,35,available
Traveflox 250mg Tablet,104,282,available
Flumzone 150mg Tablet,218,214,available
Glyconex MV 2mg/500mg/0.2mg Tablet ER,245,116,available
Torvastin 20mg Tablet,304,190,available
Uniceft S 250mg/125mg Injection,323,115,available
Telsira AM 40mg/5mg Tablet,350,78,available
Xylistin Forte 2MIU Injection,120,59,available
Mycopil Cream,415,175,available
Surgicef-O Tablet DT,89,150,available
Cotum 500mg Tablet,181,92,available
Azitech 250 Tablet,259,110,available
Dilevorex ER Tablet,258,203,available
Tamglob 20mg Tablet,250,220,available
Doxeva OD 20mg/20mg Tablet,41,59,available
Uniflu DS Suspension,20,41,available
Engefix-CV Tablet,29,291,available
G Pril 5mg Tablet,147,286,available
Flogard O Infusion,308,216,available
Locbeta 50mg Tablet ER,230,244,available
Mikawin 500mg Injection,478,15,limited
Ethypax 5mg Tablet,214,28,limited
Grenate Plus 40mg/10mg Tablet,326,177,available
Aclopas Tablet,363,33,available
Mackuff Syrup,317,49,available
Itosler 200mg Capsule,265,151,available
Cloptri Plus Tablet,163,245,available
Okacet Total 5 mg/10 mg/500 mg Tablet,282,241,available
Pioglit MF Forte 15 mg/850 mg Tablet,239,10,limited
Normadep 25mg Tablet,146,50,available
Npspent 40mg Injection,104,286,available
Reanpod 200mg Tablet DT,316,66,available
Abcef AZ Kid Tablet,54,52,available
Nataaid Eye Drop,481,290,available
Zotop IT 40mg/150mg Capsule SR,44,90,available
New Travisight Eye Drop,404,14,limited
Azibig 500mg Tablet,360,6,limited
Fabrimol 250mg/5ml Suspension,419,263,available
Acmox 125mg Dry Syrup,114,166,available
Etobix 90 Tablet,129,14,limited
ZF 400mg Tablet,317,246,available
Oraclam 250mg/125mg Tablet,204,59,available
Wiser Men Kick Chew& Park Nicotine 4mg Chewing Gums Sugar Free,67,164,available
PACLITERO 100 MG INJECTION,457,173,available
Vildapar-M 500 Tablet,219,8,limited
Gatilox DM Sterile Eye Drops,276,300,available
Betadrive 8mg Tablet,262,159,available
Loparin 20mg/0.2ml Injection,254,292,available
Ananda GB 400mg/10mg Tablet,378,220,available
Vogliz 0.2 Tablet,208,213,available
Theofil 400mg Capsule,17,1,limited
Flamacet 100mg Tablet,28,155,available
Ducyl Tablet,395,115,available
Floxisure 200mg Tablet,362,119,available
Ufibast 20mg Tablet,48,280,available
Vetocold Tablet,196,49,available
Radcal D 60K Soft Gelatin Capsule,32,186,available
Terbozole-2C Antifungal Cream,205,106,available
Texar 500mg Injection,30,18,limited
Curekelafine 25mg/500mg Tablet,495,268,available
Geocetam CT 500mg/400mg Tablet,106,41,available
Tripride 1 Forte Tablet SR,443,272,available
Aquacef 500mg Tablet,81,240,available
Diavol 50mg/750mg/250mg Tablet,370,249,available
Pregabid ME 150 Capsule,83,215,available
Throwel 500mg Tablet,206,273,available
Cunaz 150mg Tablet,398,35,available
Fluzox Tablet,409,34,available
KEFLEX 500MG CAPSULE,29,275,available
Auxtil 250mg Tablet,218,50,available
Losanol H 50mg/12.5mg Tablet,300,258,available
Drotibest M 80mg/250mg Tablet,356,299,available
Pipe T 4000mg/500mg Injection,434,0,out_of_stock
Femic-P Tablet,11,4,limited
Zukamin Cold Tablet,197,98,available
Telmirise 40mg Tablet,170,116,available
Medi OZ 200mg/500mg Tablet,180,274,available
Alcipro 250mg Tablet,157,58,available
Farotive CV 200mg/125mg Tablet,321,257,available
Rozanex 20mg Tablet,258,209,available
Mucorex-B Syrup,192,239,available
Azopil 100mg Suspension,77,265,available
Lamver 800mg Tablet,425,187,available
Biopri 25mg Tablet,335,44,available
Cefibook O 200mg/200mg Tablet,258,192,available
Noir 1000mg/200mg Injection,476,215,available
Xecute CV 100 mg/62.5 mg Tablet DT,296,276,available
Grankof D Syrup,50,107,available
Nervilead GB 300mg/500mcg Tablet,129,155,available
V 2 50 mg/10 mg Tablet,182,132,available
Redustat 10mg Tablet,144,265,available
Canvin 100mg Tablet,424,283,available
Ceriz-L Mont Tablet,367,177,available
Celixime 100mg Tablet,382,222,available
Levocrest M 5mg/10mg Tablet,326,251,available
Talnox 40mg Tablet,322,261,available
Mosight B Eye Drop,140,200,available
Cefodex 200mg Tablet,491,156,available
Oxosar 100mg Injection,120,12,limited
Jonac 12.5mg Suppository,35,55,available
Omestar 20mg Tablet,414,65,available
Levorev M 5mg/10mg Tablet,227,126,available
Rabitrip LS 75mg/20mg Capsule SR,412,157,available
Drotarin Injection,195,296,available
Acifame P Oral Suspension,495,147,available
Risp 1 Tablet,411,258,available
Glyphmet M2 Tablet SR,375,226,available
Cefobey 200mg Tablet,11,3,limited
Vicef 1000mg Injection,162,35,available
Rasin Forte 4mg/2mg Tablet,277,48,available
Xanfix O 200mg/200mg Tablet,31,35,available
Etopax Plus 60mg/325mg Tablet,160,23,limited
Razol DSR 30 mg/20 mg Tablet,108,32,available
Bacfen 10mg Tablet XL,497,155,available
M Zap 7.5mg Tablet,92,22,limited
Fluona 100mg Capsule,264,240,available
Vermispas 10mg/150mg Tablet,316,117,available
Vominac 4mg Injection,210,191,available
Digirest Plus Oral Suspension Mint Sugar Free,230,288,available
Betafit 25mg Tablet,140,162,available
Febnish 650 Tablet,20,164,available
Felodol-SP Tablet,46,192,available
Gabagal 300mg Capsule,219,161,available
Tira 500mg Tablet,487,269,available
Leprol 11.25mg Injection,426,99,available
Tagcef 50mg Dry Syrup,147,4,limited
Melfloxin Tablet,26,230,available
Jbtor 40mg Tablet,45,263,available
Asetron 2mg Injection,97,38,available
Hepateez Tablet,39,38,available
Claxin 250 mg/125 mg Capsule,454,218,available
Conpres 12.5mg Tablet,105,219,available
Silodozen 8mg Tablet,17,247,available
Vintel 40mg Tablet,492,267,available
Rabewun 20mg Tablet,450,298,available
Codorex 4 mg/10 mg Syrup,457,59,available
Golcin 500mg Tablet,117,49,available
Cerejet Tablet,302,258,available
Vomisign 2mg Injection,498,139,available
Juspod CV Dry Syrup,113,292,available
Zeecool Plus Eye Drops,351,174,available
Dicwell SP 50mg/325mg/15mg Tablet,33,98,available
N Tran MF 500mg/250mg Tablet,365,16,limited
Leet Syrup,400,255,available
Tryc-Plus Tablet,351,196,available
Rotin F 145mg/5mg Tablet,104,285,available
Rutorich Forte Capsule,307,190,available
Vildazeal-SR 100 Tablet,245,277,available
Broxy 250mg/4mg Tablet,284,251,available
Fabvil Tablet,27,198,available
Malacure Forte 500mg Tablet,406,201,available
Gpride 2 Tablet,197,17,limited
Neurotin-M Tablet,64,16,limited
Isother 150mg Injection,213,220,available
Glencoff C Syrup,219,89,available
Welhis 16mg Tablet,346,211,available
Actoin 20mg Soft Gelatin Capsule,259,51,available
Priglip M 1000mg/20mg Tablet,333,296,available
Itraur 200mg Capsule,338,242,available
Tromed P 50mg/325mg Tablet,480,24,limited
Mpslon 125mg Injection,447,264,available
Levocef-A 250mg/250mg Tablet,294,199,available
Valdixx MD 20mg Tablet,280,247,available
Telmiget 40mg Tablet,391,82,available
Ursetor 150 Tablet,285,55,available
Acefo 50mg Dry Syrup,60,177,available
Qualfen MR 100mg/325mg/250mg Tablet,96,174,available
Moxizee 0.5% Eye Drop,336,141,available
Clotrilak Soap,476,296,available
Famylette Tablet,280,217,available
Colip Suspension,393,164,available
Alerta Injection,196,122,available
Romecid 20mg Capsule,334,206,available
Cortis-TR Injection,119,238,available
Seamaf Spas Tablet,296,273,available
P Bit D 30mg/40mg Capsule SR,487,263,available
Mecosan Plus Injection,462,95,available
Fungiluk 200 Capsule,382,229,available
Axigrel 75mg Tablet,414,89,available
Fluticort F 6mcg/125mcg Inhaler,56,244,available
Wemycin Injection,490,135,available
Azito 200mg/5ml Oral Suspension,360,294,available
Telmisafe 80mg Tablet,481,183,available
Thiosil MR 60mg/4mg Tablet,194,12,limited
Letosure 2.5mg Tablet,111,94,available
Rxtor 20 Tablet,315,100,available
Coedhea SR Tablet,424,211,available
Vopril M 1mg/500mg Tablet SR,171,266,available
Azidac 250mg Tablet,23,138,available
Kerosalic Foaming Face Wash,290,109,available
Flogel Ultra  Eye Drop,157,188,available
Falcy LF Dry Syrup,157,212,available
Brikdol 75mg Injection,206,235,available
Optimoist Eye Drop,60,168,available
Clostrine Mouth Wash Green Tea,420,223,available
